                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     67,                 2.1324,                  1.014,                0.82146,                 2.2853,                  1.131,                0.80303,                0.71189,                0.30658,                0.34444,                  0.162,                 1.5096,                0.84601,                0.81941,                 1.8997,                  1.194,                0.79449,               0.007426,               0.007426,               0.007426
                     68,                 2.1078,                 1.0296,                0.82426,                 2.2616,                 1.1643,                0.80526,                0.71271,                0.30658,                0.34397,                0.16307,                 1.5068,                 0.8459,                0.81928,                 1.8925,                 1.1917,                0.79421,              0.0073864,              0.0073864,              0.0073864
                     69,                 2.1502,                  1.024,                0.82551,                 2.2925,                 1.1507,                0.80579,                0.71484,                0.30658,                0.34449,                0.16378,                  1.503,                  0.844,                0.81882,                 1.8861,                 1.1816,                0.79385,              0.0073468,              0.0073468,              0.0073468
                     70,                 2.1417,                 1.0359,                0.82456,                 2.3076,                 1.1798,                0.80388,                0.71413,                0.30453,                0.34489,                0.16388,                 1.4996,                0.84274,                 0.8185,                 1.8785,                 1.1749,                0.79348,              0.0073072,              0.0073072,              0.0073072
                     71,                 2.0872,                 0.9991,                0.81893,                 2.2363,                 1.1265,                0.80339,                0.71762,                0.30329,                0.34461,                0.16362,                 1.4944,                0.83932,                0.81841,                 1.8688,                 1.1716,                0.79313,              0.0072676,              0.0072676,              0.0072676
                     72,                 2.0989,                 1.0139,                0.82658,                 2.2522,                 1.1257,                0.80413,                0.71564,                0.30552,                0.34771,                0.16402,                 1.4921,                 0.8389,                0.81823,                 1.8627,                 1.1723,                0.79288,               0.007228,               0.007228,               0.007228
                     73,                 2.1215,                 1.0202,                0.82472,                  2.285,                 1.1427,                0.80467,                0.71205,                0.30658,                0.34833,                0.16411,                 1.4888,                0.83713,                0.81809,                 1.8549,                 1.1738,                0.79258,              0.0071884,              0.0071884,              0.0071884
                     74,                  2.113,                 1.0025,                0.81494,                 2.2685,                  1.109,                0.79756,                0.71125,                0.30658,                0.34803,                 0.1645,                 1.4868,                0.83591,                  0.818,                 1.8493,                 1.1734,                0.79237,              0.0071488,              0.0071488,              0.0071488
                     75,                 2.0916,                 1.0174,                0.81878,                 2.2486,                 1.1372,                0.80054,                  0.714,                0.30864,                0.35112,                0.16526,                 1.4852,                0.83694,                0.81792,                 1.8451,                 1.1737,                0.79223,              0.0071092,              0.0071092,              0.0071092
                     76,                 2.0991,                0.99599,                 0.8172,                 2.2601,                 1.1264,                0.80023,                0.71693,                0.30864,                  0.351,                0.16514,                 1.4835,                0.83678,                0.81776,                 1.8404,                 1.1726,                  0.792,              0.0070696,              0.0070696,              0.0070696
                     77,                 2.0793,                 0.9713,                0.81797,                 2.2395,                 1.1003,                0.80005,                0.71666,                0.30864,                0.35105,                0.16613,                 1.4826,                0.83653,                 0.8177,                 1.8373,                 1.1729,                0.79182,                0.00703,                0.00703,                0.00703
                     78,                 2.0566,                0.98587,                0.81675,                 2.2205,                  1.114,                0.79947,                0.71077,                0.30864,                0.35133,                0.16636,                 1.4798,                0.83599,                0.81752,                 1.8331,                 1.1728,                0.79159,              0.0069904,              0.0069904,              0.0069904
                     79,                  2.079,                0.97262,                0.81134,                 2.2317,                 1.1179,                0.79399,                0.71112,                0.30897,                0.35224,                0.16666,                 1.4769,                 0.8337,                0.81735,                 1.8294,                 1.1699,                0.79138,              0.0069508,              0.0069508,              0.0069508
                     80,                  2.102,                 1.0012,                0.82277,                 2.2471,                 1.1242,                0.80339,                0.71957,                0.31276,                0.35437,                0.16678,                 1.4758,                0.83154,                0.81713,                 1.8259,                 1.1667,                0.79086,              0.0069112,              0.0069112,              0.0069112
                     81,                 2.0689,                0.97451,                0.82051,                 2.2389,                 1.1201,                0.80138,                0.71951,                0.31276,                0.35438,                0.16708,                 1.4752,                0.83024,                0.81696,                 1.8243,                 1.1618,                0.79072,              0.0068716,              0.0068716,              0.0068716
                     82,                  2.035,                0.94638,                0.81506,                 2.2026,                 1.0778,                0.79776,                 0.7209,                0.31357,                0.35449,                0.16734,                 1.4764,                0.82904,                0.81682,                 1.8229,                 1.1589,                0.79063,               0.006832,               0.006832,               0.006832
                     83,                 2.0482,                0.96463,                0.81711,                 2.2068,                 1.1041,                0.79821,                0.72548,                0.31539,                0.35484,                0.16729,                 1.4772,                0.82768,                0.81662,                 1.8221,                  1.158,                0.79052,              0.0067924,              0.0067924,              0.0067924
                     84,                 2.0633,                 0.9718,                0.81742,                 2.2247,                 1.1024,                0.79819,                0.72281,                0.31687,                0.35513,                0.16749,                 1.4786,                0.82686,                0.81647,                 1.8207,                 1.1542,                0.79036,              0.0067528,              0.0067528,              0.0067528
                     85,                 2.0679,                0.98609,                0.81751,                 2.2318,                 1.1281,                0.79769,                  0.719,                0.31687,                0.35528,                0.16757,                 1.4773,                0.82681,                0.81632,                 1.8184,                  1.153,                0.79018,              0.0067132,              0.0067132,              0.0067132
                     86,                 2.0629,                0.96523,                0.81654,                 2.2254,                 1.1145,                0.79765,                0.71589,                0.31687,                0.35555,                0.16754,                 1.4779,                0.82587,                0.81623,                  1.817,                 1.1506,                0.79008,              0.0066736,              0.0066736,              0.0066736
