                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                   3.72,                0.91044,                0.78193,                 3.7414,                0.92887,                0.77728,                0.71048,                0.37449,                0.38166,                0.18679,                 3.2223,                0.82748,                0.77123,                 3.2603,                0.82865,                0.76953,             0.00075965,             0.00075965,             0.00075965
                     85,                 3.7133,                0.92286,                  0.782,                 3.7144,                0.93916,                0.77475,                0.71547,                 0.3786,                0.38436,                0.18781,                 3.2177,                 0.8262,                 0.7712,                 3.2563,                0.82762,                0.76943,             0.00075429,             0.00075429,             0.00075429
                     86,                  3.679,                0.90772,                0.78019,                 3.7039,                0.91906,                0.77657,                0.71706,                0.37654,                0.38426,                 0.1882,                 3.2147,                0.82444,                0.77109,                 3.2533,                0.82675,                0.76928,              0.0007489,              0.0007489,              0.0007489
                     87,                 3.6398,                0.89337,                0.77671,                 3.6704,                0.89933,                0.77616,                 0.7206,                0.37677,                0.38466,                0.18769,                 3.2104,                0.82268,                0.77105,                 3.2498,                0.82563,                 0.7692,             0.00074347,             0.00074347,             0.00074347
                     88,                 3.6651,                 0.9059,                0.78176,                 3.6585,                0.91619,                0.77638,                 0.7241,                0.38066,                0.38666,                0.18763,                 3.2085,                0.82095,                0.77107,                  3.247,                0.82405,                0.76915,               0.000738,               0.000738,               0.000738
                     89,                 3.6799,                0.90007,                0.77335,                 3.6968,                 0.9124,                0.77113,                 0.7278,                0.38066,                0.38667,                0.18797,                 3.2037,                0.81853,                0.77097,                  3.242,                0.82234,                0.76899,             0.00073249,             0.00073249,             0.00073249
                     90,                 3.6101,                0.88198,                0.77885,                 3.6344,                0.89722,                0.77372,                0.72238,                0.38066,                0.38369,                 0.1881,                 3.2001,                0.81673,                0.77085,                 3.2395,                0.82122,                0.76883,             0.00072695,             0.00072695,             0.00072695
                     91,                 3.6073,                0.88928,                0.78191,                 3.6359,                0.89962,                0.77579,                0.71942,                0.38066,                 0.3862,                0.18886,                 3.1951,                0.81483,                0.77078,                 3.2363,                0.82016,                0.76871,             0.00072137,             0.00072137,             0.00072137
                     92,                 3.6037,                0.87987,                0.78471,                 3.6162,                 0.8885,                0.77874,                0.72145,                0.38066,                0.38652,                0.18885,                 3.1872,                 0.8125,                0.77064,                 3.2317,                 0.8187,                0.76854,             0.00071576,             0.00071576,             0.00071576
                     93,                  3.608,                0.89229,                0.77801,                  3.628,                0.90669,                 0.7727,                0.71912,                0.38066,                0.38728,                0.18959,                 3.1804,                0.81051,                0.77054,                 3.2273,                 0.8174,                0.76847,             0.00071012,             0.00071012,             0.00071012
                     94,                 3.5863,                0.86509,                0.77423,                 3.6161,                 0.8791,                0.77244,                0.71889,                0.38066,                0.38714,                0.18978,                 3.1778,                0.80893,                0.77052,                  3.224,                0.81624,                0.76837,             0.00070444,             0.00070444,             0.00070444
                     95,                 3.5719,                0.87561,                0.77877,                 3.6159,                0.89397,                0.77526,                0.72362,                0.38272,                0.38946,                 0.1902,                 3.1708,                0.80681,                 0.7705,                 3.2171,                0.81424,                0.76827,             0.00069873,             0.00069873,             0.00069873
                     96,                 3.5976,                0.86989,                0.77401,                 3.6239,                0.88341,                0.77083,                0.72285,                0.38103,                0.38922,                0.19014,                 3.1645,                0.80474,                0.77041,                 3.2089,                 0.8122,                0.76814,             0.00069299,             0.00069299,             0.00069299
                     97,                 3.5214,                 0.8726,                0.77661,                 3.5644,                0.88133,                0.77362,                0.72298,                0.38128,                0.38968,                0.19063,                 3.1571,                0.80287,                0.77028,                 3.2012,                0.81041,                0.76796,             0.00068722,             0.00068722,             0.00068722
                     98,                 3.5502,                0.87063,                0.77961,                 3.5685,                0.88286,                0.77341,                0.72303,                0.38137,                0.38947,                0.19115,                 3.1478,                0.80075,                0.77019,                 3.1936,                0.80917,                0.76784,             0.00068142,             0.00068142,             0.00068142
                     99,                 3.5556,                0.85647,                0.77759,                 3.5913,                0.87122,                0.77289,                0.72467,                0.38477,                0.38939,                0.19204,                 3.1379,                0.79824,                0.77003,                 3.1842,                0.80737,                0.76767,              0.0006756,              0.0006756,              0.0006756
                    100,                 3.5092,                0.86571,                0.77402,                 3.5317,                0.87383,                0.77135,                0.72128,                0.38477,                0.38955,                0.19193,                 3.1292,                0.79668,                0.76991,                 3.1762,                0.80576,                0.76758,             0.00066975,             0.00066975,             0.00066975
                    101,                 3.5355,                0.85694,                0.78222,                 3.5615,                0.86685,                0.77572,                0.72633,                0.38774,                0.39245,                0.19255,                 3.1234,                0.79514,                0.76976,                 3.1698,                0.80357,                0.76748,             0.00066387,             0.00066387,             0.00066387
                    102,                 3.5352,                0.84891,                0.77608,                 3.5686,                0.85845,                0.77327,                0.72655,                0.38889,                0.39223,                0.19274,                 3.1173,                0.79324,                0.76962,                  3.163,                0.80145,                0.76737,             0.00065796,             0.00065796,             0.00065796
                    103,                 3.5597,                 0.8509,                0.78039,                 3.5886,                0.86688,                0.77297,                0.72505,                0.38683,                0.39135,                0.19237,                 3.1108,                 0.7916,                0.76947,                 3.1574,                0.79996,                0.76728,             0.00065204,             0.00065204,             0.00065204
