                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     76,                 1.9166,                0.92026,                0.78056,                 1.9757,                 0.9885,                0.77068,                0.69522,                0.34362,                0.37134,                 0.1827,                 1.5887,                0.83512,                0.77212,                  1.643,                 0.8546,                0.76621,             0.00080096,             0.00080096,             0.00080096
                     77,                 1.8917,                0.89751,                0.77917,                 1.9405,                0.96598,                0.76774,                0.69539,                0.34362,                0.37097,                0.18297,                 1.5861,                0.83287,                0.77196,                 1.6418,                0.85366,                 0.7661,             0.00079595,             0.00079595,             0.00079595
                     78,                 1.8794,                0.90959,                0.77871,                 1.9336,                 0.9675,                0.76842,                0.68691,                0.34362,                 0.3706,                0.18296,                 1.5841,                 0.8307,                0.77186,                 1.6402,                0.85211,                0.76603,              0.0007909,              0.0007909,              0.0007909
                     79,                  1.885,                0.89179,                0.77359,                   1.94,                0.97337,                0.76362,                0.69554,                0.34362,                0.37077,                0.18307,                 1.5824,                 0.8286,                0.77178,                 1.6379,                0.85003,                0.76601,              0.0007858,              0.0007858,              0.0007858
                     80,                 1.9083,                0.91992,                0.78362,                 1.9693,                 0.9957,                0.76936,                0.69704,                0.34156,                0.36978,                0.18303,                 1.5799,                0.82601,                0.77187,                 1.6353,                0.84752,                0.76596,             0.00078065,             0.00078065,             0.00078065
                     81,                 1.8761,                0.89685,                 0.7804,                 1.9296,                0.96802,                0.76961,                 0.7014,                0.33951,                 0.3672,                0.18338,                 1.5766,                0.82325,                0.77189,                  1.632,                0.84554,                0.76589,             0.00077547,             0.00077547,             0.00077547
                     82,                 1.8411,                 0.8738,                0.77786,                 1.9014,                0.95143,                0.76748,                0.70144,                0.33951,                0.36795,                0.18455,                 1.5733,                0.82147,                0.77186,                 1.6281,                0.84461,                0.76581,             0.00077023,             0.00077023,             0.00077023
                     83,                 1.8576,                0.88341,                0.77826,                 1.9147,                0.95872,                0.76808,                0.70364,                0.33951,                0.36892,                0.18544,                 1.5706,                0.81978,                0.77184,                 1.6255,                0.84313,                0.76583,             0.00076496,             0.00076496,             0.00076496
                     84,                 1.8732,                0.89589,                 0.7805,                 1.9225,                0.95805,                0.76939,                0.70464,                0.33951,                0.36928,                0.18593,                 1.5676,                0.81801,                0.77182,                 1.6228,                0.84139,                0.76584,             0.00075965,             0.00075965,             0.00075965
                     85,                 1.8671,                0.89916,                0.78055,                 1.9211,                0.97981,                0.76604,                0.70677,                0.33951,                0.36911,                0.18622,                 1.5663,                0.81645,                0.77191,                 1.6215,                 0.8407,                0.76586,             0.00075429,             0.00075429,             0.00075429
