                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                 3.9345,                0.99209,                0.78736,                 3.9514,                0.99618,                0.78481,                0.70485,                0.37037,                0.37043,                0.17612,                 3.4154,                 0.8706,                0.78172,                 3.4973,                0.88673,                0.77691,             0.00086584,             0.00086584,             0.00086584
                     63,                 3.9605,                0.98308,                0.78765,                 3.9775,                0.99398,                0.78424,                0.69849,                0.37243,                0.37038,                0.17692,                 3.4059,                 0.8728,                0.78172,                  3.481,                0.88641,                0.77665,             0.00086155,             0.00086155,             0.00086155
                     64,                 3.9012,                0.99458,                 0.7794,                   3.93,                 1.0015,                 0.7757,                0.69928,                0.37321,                0.37133,                0.17743,                 3.3943,                0.87528,                0.78149,                 3.4626,                0.88583,                 0.7764,             0.00085721,             0.00085721,             0.00085721
                     65,                 3.9207,                 0.9855,                0.78573,                 3.9416,                 0.9925,                0.78257,                0.70174,                0.37449,                0.37317,                0.17809,                 3.3839,                0.87792,                0.78123,                 3.4465,                0.88274,                0.77613,             0.00085281,             0.00085281,             0.00085281
                     66,                 3.8945,                0.96869,                0.78697,                  3.919,                0.97632,                0.78346,                0.69704,                0.36926,                0.37354,                0.17947,                 3.3731,                0.88204,                0.78088,                  3.433,                0.87993,                0.77594,             0.00084836,             0.00084836,             0.00084836
                     67,                 3.8934,                0.96418,                0.78726,                 3.9153,                0.97208,                0.78252,                 0.6928,                0.37243,                0.37393,                0.17905,                 3.3609,                0.89193,                0.78037,                 3.4209,                0.87759,                0.77586,             0.00084385,             0.00084385,             0.00084385
                     68,                 3.8758,                0.99084,                0.78898,                    3.9,                 1.0024,                0.78207,                0.70474,                0.37449,                0.37694,                0.17993,                 3.3518,                0.90633,                0.78014,                 3.4099,                 0.8751,                0.77577,             0.00083929,             0.00083929,             0.00083929
                     69,                 3.9231,                0.97411,                0.78991,                 3.9268,                0.97837,                0.78235,                0.71074,                0.37449,                0.37722,                0.18108,                 3.3446,                0.92052,                0.78017,                 3.3991,                0.87192,                0.77566,             0.00083468,             0.00083468,             0.00083468
                     70,                 3.9379,                0.97978,                 0.7889,                 3.9352,                0.98462,                0.78122,                0.71491,                0.37666,                0.37924,                0.18201,                 3.3377,                0.93331,                0.78002,                 3.3903,                 0.8699,                0.77548,             0.00083001,             0.00083001,             0.00083001
                     71,                 3.7991,                0.93807,                0.78635,                 3.8095,                0.94762,                0.78266,                0.71595,                0.37449,                0.37967,                0.18364,                 3.3294,                0.94452,                0.77973,                 3.3841,                0.86887,                0.77532,             0.00082529,             0.00082529,             0.00082529
                     72,                 3.8522,                0.95947,                 0.7873,                 3.8699,                0.96589,                 0.7811,                 0.7185,                0.37288,                0.37874,                0.18467,                 3.3231,                0.95411,                0.77966,                 3.3787,                0.86824,                 0.7752,             0.00082052,             0.00082052,             0.00082052
                     73,                 3.8671,                0.95581,                 0.7903,                 3.8843,                 0.9634,                0.78514,                0.71869,                0.37324,                0.37867,                0.18463,                 3.3167,                0.96368,                0.77953,                 3.3744,                0.86636,                0.77501,             0.00081571,             0.00081571,             0.00081571
                     74,                 3.8315,                0.94179,                0.78056,                 3.8622,                0.94035,                0.77578,                0.72548,                0.37519,                 0.3786,                0.18471,                 3.3104,                0.97467,                0.77927,                 3.3687,                0.86473,                 0.7748,             0.00081084,             0.00081084,             0.00081084
                     75,                 3.7733,                0.92842,                0.78641,                 3.7716,                0.93317,                0.77932,                0.72839,                0.37523,                0.37865,                0.18602,                 3.3035,                0.98318,                0.77911,                 3.3602,                0.86275,                0.77462,             0.00080593,             0.00080593,             0.00080593
                     76,                 3.7991,                0.93318,                0.78206,                 3.8271,                0.93811,                 0.7793,                0.72868,                0.37654,                0.38036,                0.18656,                 3.2987,                0.99075,                0.77895,                 3.3544,                0.86105,                0.77443,             0.00080096,             0.00080096,             0.00080096
                     77,                 3.7317,                0.90765,                0.78122,                 3.7584,                0.92027,                0.77634,                0.72552,                0.37654,                0.38015,                0.18737,                 3.2942,                0.99752,                0.77881,                  3.349,                0.85962,                0.77425,             0.00079595,             0.00079595,             0.00079595
                     78,                 3.7161,                0.91309,                0.78096,                  3.749,                0.91976,                0.77782,                 0.7233,                0.37654,                0.37999,                0.18681,                 3.2889,                 1.0049,                0.77867,                 3.3429,                0.85788,                0.77411,              0.0007909,              0.0007909,              0.0007909
                     79,                 3.7028,                0.91056,                0.77373,                 3.7389,                0.92022,                0.77264,                0.72228,                0.37654,                0.38039,                0.18708,                 3.2808,                 1.0107,                0.77842,                 3.3358,                 0.8561,                0.77394,              0.0007858,              0.0007858,              0.0007858
                     80,                 3.7851,                0.92594,                0.78653,                 3.7956,                0.94002,                0.78001,                 0.7197,                0.37654,                0.38091,                0.18696,                 3.2719,                 1.0151,                0.77816,                 3.3269,                0.85388,                0.77376,             0.00078065,             0.00078065,             0.00078065
                     81,                 3.7547,                0.91876,                 0.7846,                 3.7759,                0.92882,                0.77896,                0.72068,                0.37694,                0.38002,                0.18755,                 3.2638,                 1.0195,                0.77794,                 3.3197,                0.85172,                0.77361,             0.00077547,             0.00077547,             0.00077547
                     82,                 3.6614,                 0.8885,                0.77976,                  3.691,                0.89532,                0.77639,                0.72069,                0.37696,                0.38179,                0.18802,                  3.256,                 1.0289,                0.77779,                 3.3114,                0.85027,                0.77345,             0.00077023,             0.00077023,             0.00077023
                     83,                 3.6808,                0.89701,                0.78252,                  3.711,                 0.9082,                0.77762,                0.72413,                 0.3786,                0.38198,                0.18781,                 3.2503,                 1.0533,                0.77768,                 3.3028,                0.84936,                0.77324,             0.00076496,             0.00076496,             0.00076496
                     84,                 3.7104,                0.89279,                0.78188,                 3.7303,                0.90172,                0.77766,                0.72345,                 0.3786,                0.38231,                0.18859,                 3.2455,                 1.0776,                0.77762,                 3.2963,                0.84874,                0.77314,             0.00075965,             0.00075965,             0.00075965
                     85,                 3.6736,                 0.9162,                0.78077,                 3.7026,                0.93079,                0.77524,                0.72177,                0.38066,                0.38275,                 0.1889,                 3.2398,                 1.0977,                0.77743,                 3.2896,                0.84671,                0.77302,             0.00075429,             0.00075429,             0.00075429
                     86,                 3.6551,                0.88773,                0.78137,                 3.6904,                0.89382,                0.77766,                0.71954,                0.38066,                0.38282,                0.18874,                 3.2321,                 1.1145,                0.77733,                 3.2818,                 0.8439,                0.77293,              0.0007489,              0.0007489,              0.0007489
